"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
58225	769	0	0	44205146	FARMERS BANK AND SAVINGS COMPANY, THE	211 WEST SECOND STREET 	POMEROY	OH	45769	051	2025-10-27T10:56:56
58243	20296	0	0	75911852	JOHNSON BANK	555 MAIN STREET 	RACINE	WI	53403	041	2025-10-28T14:56:49
58355	9733	0	0	91208141	VANTAGE BANK	202 MAIN STREET 	KENT	MN	56553	051	2025-10-30T10:45:19
58551	421	0	0	103109581	SECURITY STATE BANK	402 BROADWAY 	CHEYENNE	OK	73628	051	2025-10-09T11:01:35
58636	11448	0	11294	65303328	CENTURY BANK	4282 MAIN STREET 	LUCEDALE	MS	39452	051	2025-10-28T10:53:00
58757	1409	0	0	91208138	KENSINGTON BANK	11 N. CENTRAL AVENUE 	KENSINGTON	MN	56343	051	2025-10-29T11:58:21
58971	1281	0	0	125100089	WASHINGTON TRUST BANK	717 WEST SPRAGUE AVENUE 	SPOKANE	WA	99201	041	2025-10-30T14:31:49
59316	698	0	0	31308548	WAYNE BANK	717 MAIN STREET 	HONESDALE	PA	18431	051	2025-10-29T17:39:53
59352	3127	5484	0	111902819	CITIZENS NATIONAL BANK	118 SOUTH HOUSTON STREET 	CAMERON	TX	76520	051	2025-10-22T11:49:56
59370	30680	705740	5740	252172485	FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION	106 SOUTH DIVISION STREET 	SALISBURY	MD	21801	051	2025-10-29T10:06:20
59754	2317	0	0	103109206	METHOD BANK	2 EAST BROADWAY 	WYANDOTTE	OK	74370	051	2025-10-27T14:56:51
60143	983	0	0	111000753	COMERICA BANK	1717 MAIN STREET 	DALLAS	TX	75201	031	2025-10-30T16:00:49
60330	22537	0	13233	62203010	PEOPLES BANK OF ALABAMA	1912 CHEROKEE AVENUE SOUTH WEST 	CULLMAN	AL	35055	041	2026-04-30T17:35:01
60545	963	0	0	73903493	HOME TRUST & SAVINGS BANK, THE	628 MAIN STREET 	OSAGE	IA	50461	051	2025-10-22T16:44:12
60554	10162	0	0	91204404	FIRST STATE BANK MINNESOTA	102 W. MAIN STREET 	LE ROY	MN	55951	051	2025-10-24T09:46:19
60648	4324	10465	0	74907126	FIRST NATIONAL BANK	302 SOUTH MAIN STREET 	CLOVERDALE	IN	46120	051	2025-10-23T15:28:27
61122	4857	0	10579	52100987	FIRST UNITED BANK & TRUST	19 SOUTH SECOND STREET 	OAKLAND	MD	21550	041	2025-12-18T17:20:43
61355	6063	23771	0	91408899	CORTRUST BANK NATIONAL ASSOCIATION	100 EAST HAVENS & MAIN 	MITCHELL	SD	57301	051	2025-10-30T11:30:18
61757	8843	15037	0	91903051	AMERICAN HERITAGE NATIONAL BANK	24 SECOND ST. SOUTH 	LONG PRAIRIE	MN	56347	041	2025-10-30T20:39:54
61832	3579	13102	16000	63104312	FIRST NATIONAL BANK OF MOUNT DORA, THE	714 NORTH DONNELLY STREET 	MOUNT DORA	FL	32757	051	2025-10-28T16:26:03
61953	4071	0	0	103103600	FNB COWETA	106 SOUTH BROADWAY 	COWETA	OK	74429	051	2025-11-14T11:45:42
62044	21342	0	0	64109633	SONATA BANK	5005 MARYLAND WAY, SUITE 100 	BRENTWOOD	TN	37027	051	2025-10-28T10:05:12
62110	26622	24920	0	26014737	ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION	10 ROCKEFELLER PLAZA 	NEW YORK	NY	10020	051	2025-10-27T17:20:26
62147	12512	0	0	75906702	COMMUNITY FIRST BANK	275 WEST GRAND AVENUE 	ROSHOLT	WI	54473	051	2025-10-28T16:43:10
63050	17959	0	0	102104927	DOLORES STATE BANK, THE	101 SOUTH 6TH 	DOLORES	CO	81323	051	2025-10-16T18:14:49
63069	17281	14695	0	122016066	CITY NATIONAL BANK	555 SOUTH FLOWER STREET 	LOS ANGELES	CA	90071	031	2025-10-30T19:20:06
63201	6954	412	0	21306547	CAYUGA LAKE NATIONAL BANK	165 CAYUGA STREET 	UNION SPRINGS	NY	13160	051	2025-10-28T10:16:35
63573	26487	0	13294	211373063	WALPOLE CO-OPERATIVE BANK	982 MAIN STREET 	WALPOLE	MA	02081	051	2025-11-21T16:48:58
63733	1711	0	0	64102740	CITIZENS BANK	400 HIGHWAY 52 BYPASS WEST 	LAFAYETTE	TN	37083	041	2025-11-13T11:20:16
64552	11521	0	0	103012966	CHICKASAW COMMUNITY BANK	7500 W MEMORIAL ROAD 	OKLAHOMA CITY	OK	73142	041	2025-10-30T14:31:53
64730	9069	0	14826	61110557	FARMERS & MERCHANTS BANK	100 SOUTH MADISON AVENUE 	EATONTON	GA	31024	051	2025-12-22T10:11:57
65205	16636	0	12135	211174165	TORRINGTON SAVINGS BANK, THE	129 MAIN STREET BOX 478	TORRINGTON	CT	06790	051	2025-10-30T15:08:20
65559	15562	0	0	91408763	PIONEER BANK & TRUST	700 STATE STREET 	BELLE FOURCHE	SD	57717	041	2026-05-18T17:23:08
65858	4789	0	0	101100579	EMPRISE BANK	257 NORTH BROADWAY 	WICHITA	KS	67202	051	2025-10-30T09:42:06
66154	6101	0	0	84303639	DECATUR COUNTY BANK	56 NORTH PLEASANT STREET 	DECATURVILLE	TN	38329	051	2025-10-30T11:33:55
66275	29332	0	3294	262283665	FIRST SOUTHERN BANK	201 SOUTH COURT STREET 	FLORENCE	AL	35630	051	2025-11-14T17:19:48
67142	13113	0	0	81303920	PEOPLES TRUST AND SAVINGS BANK	132 SOUTH THIRD STREET 	BOONVILLE	IN	47601	051	2025-10-27T11:22:44
67151	20156	0	0	103001469	KIRKPATRICK BANK	15 EAST 15TH STREET 	EDMOND	OK	73013	051	2025-10-27T16:47:49
67209	90251	0	8496	211371502	NEWBURYPORT FIVE CENTS SAVINGS BANK	63 STATE STREET 	NEWBURYPORT	MA	01950	051	2025-10-27T09:47:54
67254	27010	0	0	102006012	YOUNG AMERICANS BANK	3550 EAST 1ST AVENUE 	DENVER	CO	80206	051	2025-11-17T11:07:09
67656	32629	708547	8547	91406833	FIRST SAVINGS BANK	201 N. 3RD STREET 	BERESFORD	SD	57004	041	2025-10-17T12:01:20
67870	29331	703293	3293	261270789	TC FEDERAL BANK	131 SOUTH DAWSON STREET 	THOMASVILLE	GA	317925506	051	2025-10-27T17:13:05
68671	31864	707547	7547	265371066	GRAND BANK FOR SAVINGS, F.S.B.	204 WESTOVER DRIVE 	HATTIESBURG	MS	39402	051	2025-10-30T18:08:22
68756	11522	23516	0	103107392	LIBERTY NATIONAL BANK	629 SW C AVENUE 	LAWTON	OK	73501	041	2025-10-20T10:44:58
68831	10594	0	0	65304327	BANK OF FRANKLIN	9 MAIN STREET 	MEADVILLE	MS	39653	051	2025-10-29T17:21:02
69333	4993	7266	0	65300211	CITIZENS NATIONAL BANK OF MERIDIAN, THE	512 22ND AVENUE 	MERIDIAN	MS	39301	041	2025-10-30T14:53:08
69678	2987	3956	0	123300153	BAKER BOYER NATIONAL BANK	7 WEST MAIN STREET 	WALLA WALLA	WA	99362	051	2025-10-20T19:05:21
70218	23373	0	10769	26002752	UNITED ORIENT BANK	10 CHATHAM SQUARE 	NEW YORK	NY	10038	041	2025-10-30T09:56:42
70638	9366	0	12640	65303467	PEOPLES BANK	160 EAST MAUD AVENUE 	MENDENHALL	MS	39114	051	2025-10-28T16:23:00
70955	13696	0	0	104112917	NEBRASKA STATE BANK	301 PRAIRIE AVENUE 	BRISTOW	NE	68719	051	2025-10-17T13:09:27
71073	28349	701412	1412	241271614	HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO	55 N MAIN ST 	NILES	OH	44446	051	2025-10-27T12:51:38
71457	18748	0	0	104106693	BRUNING BANK	104 MAIN STREET 	BRUNING	NE	68322	051	2025-10-24T16:13:49
71859	13959	0	0	101110802	CBW BANK	109 EAST MAIN STREET 	WEIR	KS	66781	051	2026-02-06T16:01:44
72258	12591	0	0	102301542	CONVERSE COUNTY BANK, THE	322 EAST WALNUT STREET 	DOUGLAS	WY	82633	051	2026-02-19T11:21:45
72351	16941	0	0	101104342	FARMERS STATE BANK	211 SAINT JOSEPH 	WATHENA	KS	66090	051	2025-10-10T10:10:56
72454	8210	0	0	91907578	FREEPORT STATE BANK	111 MAIN STREET EAST 	FREEPORT	MN	56331	051	2025-11-17T18:11:55
72678	28348	0	1411	243270671	BELMONT SAVINGS BANK	3301 GUERNSEY STREET 	BELLAIRE	OH	43906	051	2025-10-30T15:36:21
73116	17123	0	13184	231175759	ARTISANS' BANK	2961 CENTERVILLE ROAD 	WILMINGTON	DE	19808	051	2025-10-29T09:21:07
73152	4097	9767	0	103102342	FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE	312 NORTH MAIN STREET 	FAIRVIEW	OK	73737	051	2025-10-08T08:38:03
73554	1992	0	0	104913190	PATHWAY BANK	306 SOUTH HIGH STREET 	CAIRO	NE	68824	051	2025-10-24T12:10:02
73956	12422	0	0	101101057	SECURITY STATE BANK	101 NORTH WASHINGTON AVENUE 	WELLINGTON	KS	67152	051	2025-10-23T13:11:49
74056	16707	0	0	104113738	SOUTH CENTRAL STATE BANK	673 BROAD STREET 	CAMPBELL	NE	68932	051	2025-10-06T17:50:04
74140	1005	0	14121	72403004	ISABELLA BANK	139 EAST BROADWAY 	MOUNT PLEASANT	MI	48858	041	2025-10-30T17:45:49
74403	17960	0	13444	211470225	MERRIMACK COUNTY SAVINGS BANK	89 NORTH MAIN STREET BOX 2826	CONCORD	NH	03301	041	2025-10-28T16:34:20
74449	14400	14150	0	75906977	FIRST NATIONAL BANK IN TIGERTON	140 CEDAR STREET 	TIGERTON	WI	54486	051	2025-12-30T12:48:55
75259	12484	0	0	103112015	FIRST OKLAHOMA BANK	100 SOUTH RIVERFRONT DRIVE 	JENKS	OK	74037	051	2025-10-29T12:43:46
75446	9099	0	0	73900690	SOUTH OTTUMWA SAVINGS BANK	320 CHURCH STREET 	OTTUMWA	IA	52501	051	2025-10-31T11:57:38
75455	10187	0	0	91215817	NORTHERN STATE BANK OF GONVICK, THE	SECOND AND MAIN STREETS 	GONVICK	MN	56644	051	2025-10-16T17:13:44
75633	16571	14583	0	71000288	BMO BANK NATIONAL ASSOCIATION	320 SOUTH CANAL STREET 	CHICAGO	IL	60606	031	2025-10-30T14:27:17
75651	1993	0	0	104909201	CERESCOBANK	130 WEST ELM 	CERESCO	NE	68017	051	2025-10-27T13:50:06
76153	16953	0	0	104909942	BANK OF CLARKS	301 NORTH GREEN STREET 	CLARKS	NE	68628	041	2026-02-02T10:10:20
76443	1566	0	0	83903690	PEOPLES BANK, THE	23 WEST MAIN STREET 	TAYLORSVILLE	KY	40071	051	2025-10-29T15:19:03
76854	22065	0	0	103912875	GRAND BANK	2642 EAST 21ST STREET, SUITE 100 	TULSA	OK	74114	051	2025-10-30T11:44:20
77150	15621	0	0	91216243	FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW	105 NORTH MAIN STREET 	GRAND MEADOW	MN	55936	041	2025-10-15T17:16:24
77253	15345	0	0	114909165	TXN BANK	103 19TH STREET 	HONDO	TX	78861	051	2025-10-27T12:29:01
77422	26871	0	16317	51005106	COMMUNITY BANKERS' BANK	2601 PROMENADE PARKWAY 	MIDLOTHIAN	VA	23113	051	2025-11-04T13:58:03
77851	3973	0	0	91408446	FIRST BANK & TRUST	520 6TH STREET 	BROOKINGS	SD	57006	041	2025-10-27T10:54:40
78157	26653	0	0	114918305	BANDERA BANK	207 MAIN STREET 	BANDERA	TX	78003	051	2025-10-28T16:26:07
78241	21379	0	0	82901376	FIRST NATURALSTATE BANK	500 NORTH SECOND STREET 	MCGEHEE	AR	71654	051	2025-10-24T18:06:30
78559	25054	18154	0	102305373	SUMMIT NATIONAL BANK	133 MAIN STREET 	HULETT	WY	82720	051	2025-11-05T13:40:12
79042	12166	0	0	83906668	WEST POINT BANK	600 WEST LINCOLN TRAIL BOULEVARD 	RADCLIFF	KY	40160	041	2026-04-09T10:42:04
79127	6680	9815	0	44208512	HOME NATIONAL BANK	502 ELM STREET 	RACINE	OH	45771	051	2025-10-28T14:29:58
79145	13242	0	0	75907099	FARMERS & MERCHANTS STATE BANK	210 WEST MADISON STREET 	WATERLOO	WI	53594	051	2025-10-28T13:37:24
79257	8857	0	0	91905813	GROVE BANK	110 ATLANTIC AVE. WEST 	GROVE CITY	MN	56243	051	2025-11-17T10:32:37
79855	5396	0	0	104901144	CITY BANK & TRUST CO.	2929 PINE LAKE ROAD 	LINCOLN	NE	68516	051	2025-10-28T17:04:56
80150	1122	0	0	91403865	FIRST FIDELITY BANK	745 MAIN STREET 	BURKE	SD	57523	051	2025-12-22T16:05:04
80374	29345	703313	3313	241270903	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA	404 MAIN STREET 	DELTA	OH	43515	051	2025-11-18T18:36:52
80431	9179	0	14563	64105666	UNION BANK & TRUST COMPANY	201 EAST MAIN 	LIVINGSTON	TN	38570	051	2025-10-28T09:51:05
81175	31485	0	0	304971932	EQUITABLE BANK	113 NORTH LOCUST 	GRAND ISLAND	NE	68801	051	2025-10-30T13:16:30
82033	26829	20976	13325	63112728	FIRST NATIONAL BANK OF PASCO	13315 US HIGHWAY 301 	DADE CITY	FL	33525	051	2025-11-24T09:49:52
82257	6064	0	0	91407052	BRYANT STATE BANK	124 W. MAIN AVE. 	BRYANT	SD	57221	051	2025-10-15T08:19:52
82350	22835	0	0	84303118	LAUDERDALE COUNTY BANK, THE	305 SOUTH CHURCH 	HALLS	TN	38040	051	2025-10-24T18:13:55
83375	28362	0	0	307072443	CENTURY BANK	100 SOUTH FEDERAL PLACE 	SANTA FE	NM	87501	051	2025-10-28T18:55:59
83638	22953	16804	0	67010509	AMERANT BANK, NATIONAL ASSOCIATION	220 ALHAMBRA CIRCLE 12TH FLOOR	CORAL GABLES	FL	33134	031	2025-10-30T17:12:37
83834	17906	0	0	65205031	AMERICAN BANK & TRUST COMPANY	307 EAST LANDRY STREET 	OPELOUSAS	LA	70570	051	2025-10-22T11:36:37
83852	1675	0	0	91404136	RICHLAND STATE BANK	602 FIRST STREET 	BRUCE	SD	57220	051	2025-11-03T15:29:12
83955	15255	0	0	84307965	GREENFIELD BANKING COMPANY	112 N FRONT STREET 	GREENFIELD	TN	38230	051	2025-10-27T17:00:33
84541	15953	0	0	84202251	GUARANTY BANK AND TRUST COMPANY	210 HAYDEN STREET 	BELZONI	MS	39038	051	2025-10-27T19:30:52
85052	1167	0	0	102301717	UINTA BANK	695 PARKWAY DRIVE 	MOUNTAIN VIEW	WY	82939	051	2025-10-07T17:23:12
85472	28359	25150	0	231270353	OCEANFIRST BANK, NATIONAL ASSOCIATION	975 HOOPER AVENUE 	TOMS RIVER	NJ	08753	041	2025-10-29T16:24:42
85931	12609	0	12689	65200803	PATTERSON STATE BANK	1130 HIGHWAY 90 WEST 	PATTERSON	LA	70392	051	2025-10-20T12:23:04
86349	14597	0	0	82900982	UNION BANK	303 HIGHWAY 71 NORTH 	MENA	AR	71953	051	2026-01-16T17:01:46
86675	29613	703758	3758	252071557	ROSEDALE BANK	9616 BELAIR ROAD 	NOTTINGHAM	MD	21236	051	2025-10-30T15:21:17
87047	12836	0	0	71211734	FIRST STATE BANK OF PORTER	230 LINCOLN STREET 	PORTER	IN	46304	051	2025-10-29T17:55:49
87234	4952	2221	9343	64101589	FIRST NATIONAL BANK OF MIDDLE TENNESSEE	200 EAST MAIN STREET 	MCMINNVILLE	TN	37110	051	2025-10-29T12:11:42
87476	31539	0	7147	242274403	WILMINGTON SAVINGS BANK, THE	184 N SOUTH ST 	WILMINGTON	OH	45177	051	2025-10-30T15:15:41
87579	28368	701452	1452	211370150	MIDDLESEX FEDERAL SAVINGS, F.A.	1 COLLEGE AVENUE 	SOMERVILLE	MA	02144	041	2025-10-28T15:21:26
88231	16418	713480	13480	61112364	BANKSOUTH	6340 LAKE OCONEE PARKWAY 	GREENSBORO	GA	30642	051	2025-10-30T15:33:26
88259	10960	0	0	91903242	JANESVILLE STATE BANK	201 NORTH MAIN 	JANESVILLE	MN	56048	051	2025-10-22T14:16:36
88352	16895	0	0	113109377	FIRST STATE BANK OF BEDIAS	22201 HIGHWAY 90 NORTH 	BEDIAS	TX	77831	041	2025-10-23T15:25:56
88455	18740	0	0	104901597	HEARTLAND BANK	896 G STREET 	GENEVA	NE	68361	051	2025-12-19T11:46:14
89032	19800	0	12895	65401408	PLAQUEMINE BANK AND TRUST COMPANY	24025 EDEN STREET 	PLAQUEMINE	LA	70764	051	2025-10-21T15:23:15
89135	18136	14882	12652	63106705	FIRST NATIONAL BANK OF WAUCHULA	406 NORTH 6TH AVENUE 	WAUCHULA	FL	33873	051	2026-03-05T11:50:51
89854	13809	13972	0	91903404	MINNSTAR BANK NATIONAL ASSOCIATION	202 N. MAIN 	LAKE CRYSTAL	MN	56055	051	2025-10-28T15:05:22
89957	3098	7524	0	111909391	CENDERA BANK, N.A.	615 EAST BELLS BOULEVARD 	BELLS	TX	75414	051	2025-10-30T08:53:58
90047	13990	0	0	73915193	PALO SAVINGS BANK	2801 HOLLENBECK ROAD 	PALO	IA	52324	051	2025-10-20T11:21:15
90177	30812	705957	5957	265371121	FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT	903 JACKSON AVENUE 	PASCAGOULA	MS	395674314	051	2025-10-28T13:09:59
90328	6861	10834	0	51403766	SKYLINE NATIONAL BANK	113 WEST MAIN STREET 	INDEPENDENCE	VA	24348	051	2025-10-28T10:38:56
90337	19143	0	10326	65401107	UNITED COMMUNITY BANK	4626 HIGHWAY 1 	RACELAND	LA	70394	051	2025-10-21T15:01:18
90579	29624	703773	3773	323270313	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE	118 THIRD STREET 	MCMINNVILLE	OR	97128	051	2025-10-24T11:12:54
91615	14523	0	0	41208735	ANTWERP EXCHANGE BANK COMPANY, THE	305 SOUTH MAIN ST 	ANTWERP	OH	45813	051	2025-11-07T13:41:12
91950	11133	0	0	91400758	FARMERS STATE BANK OF CANTON	220 EAST 5TH STREET 	CANTON	SD	57013	051	2025-10-30T15:44:54
92144	17551	0	0	73922296	COMMUNITY STATE BANK	207 SOUTH MAIN STREET 	PATON	IA	50217	051	2025-10-03T09:39:54
92676	29632	703781	3781	211170237	WINDSOR FEDERAL BANK	270 BROAD STREET BOX 250	WINDSOR	CT	06095	041	2025-10-30T10:36:08
92706	18028	0	7444	211770145	SUGAR RIVER BANK	10 NORTH MAIN STREET BOX 569	NEWPORT	NH	03773	051	2025-10-17T12:33:04
92902	9406	0	0	22306847	BANK OF CATTARAUGUS	24 MAIN STREET 	CATTARAUGUS	NY	14719	051	2025-10-21T10:09:00
93244	10011	0	0	75908920	WOODFORD STATE BANK	403 WEST 8TH STREET 	MONROE	WI	53566	051	2025-10-27T12:55:49
93543	4419	0	0	83909445	SPRINGS VALLEY BANK & TRUST COMPANY	8482 WEST STATE ROAD 56 	FRENCH LICK	IN	47432	051	2025-10-29T15:14:36
93619	24938	18045	0	26009166	STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION	601 LEXINGTON AVE 	NEW YORK	NY	10022	031	2025-10-30T10:36:16
94139	12203	0	0	65301362	MERCHANTS & MARINE BANK	3118 PASCAGOULA STREET 	PASCAGOULA	MS	39567	051	2025-10-29T20:42:38
94522	20484	0	0	51402482	BENCHMARK COMMUNITY BANK	204 S BROAD STREET 	KENBRIDGE	VA	23944	051	2025-11-10T09:53:40
94755	1169	0	0	102300970	SUNDANCE STATE BANK	123 NORTH 2ND STREET 	SUNDANCE	WY	82729	051	2025-10-24T15:31:43
94858	8251	0	0	101217857	ADRIAN BANK	130 EAST MAIN STREET 	ADRIAN	MO	64720	051	2025-10-27T18:32:51
95051	6078	0	0	91401553	ONE AMERICAN BANK	549 BROADWAY 	CENTERVILLE	SD	57014	041	2025-10-30T01:21:52
95677	28369	701454	1454	211273846	ROCKLAND SAVINGS BANK, FSB	582 MAIN STREET 	ROCKLAND	ME	04841	051	2025-10-27T14:44:33
96553	19809	0	0	104101559	HERSHEY BANK	100 SOUTH LINCOLN AVE 	HERSHEY	NE	69143	051	2025-10-30T12:50:13
97055	17229	0	0	104913530	HENDERSON STATE BANK	1040 NORTH MAIN STREET 	HENDERSON	NE	68371	051	2025-10-30T16:10:50
97279	32292	0	8103	243272941	WOODSFIELD SAVINGS BANK	600 LEWISVILLE ROAD 	WOODSFIELD	OH	43793	051	2025-10-16T17:16:43
97457	22601	0	0	101217514	CITIZENS BANK	19 SOUTH ORANGE 	BUTLER	MO	64730	051	2025-10-30T16:25:22
97804	90253	0	12401	211871015	MOUNTAINONE BANK	93 MAIN ST 	NORTH ADAMS	MA	01247	051	2025-10-30T09:00:56
97943	15272	0	0	73913674	MARION COUNTY STATE BANK	800 MAIN STREET 	PELLA	IA	50219	051	2025-10-30T15:05:46
98351	1779	0	0	102103258	CITIZENS STATE BANK OF OURAY, THE	600 MAIN STREET 	OURAY	CO	81427	051	2025-11-05T14:36:42
98463	17809	0	0	123204013	CITIZENS BANK	275 SOUTHWEST THIRD STREET 	CORVALLIS	OR	97333	051	2025-10-27T17:43:25
98717	25749	18431	0	26001465	EASTBANK, NATIONAL ASSOCIATION	183 CENTRE STREET 	NEW YORK	NY	10013	041	2025-10-29T12:03:47
99143	16464	0	0	82907561	MERCHANTS & PLANTERS BANK	120 HAZEL STREET 	NEWPORT	AR	72112	051	2025-10-28T17:10:01
99376	32612	25093	0	242272227	NATIONAL COOPERATIVE BANK, N.A.	139 SOUTH HIGH STREET 	HILLSBORO	OH	45133	041	2025-10-30T12:38:25
99442	9359	0	0	84200981	BANK OF COMMERCE	310 HOWARD STREET 	GREENWOOD	MS	38930	051	2025-10-29T16:05:41
99536	8432	0	10864	64104311	ONE BANK OF TENNESSEE	140 SOUTH JEFFERSON 	COOKEVILLE	TN	38501	051	2025-10-30T10:47:24
99853	9879	0	0	103008404	FIRST STATE BANK	102 NORTH MAIN STREET 	NOBLE	OK	73068	051	2025-10-31T10:44:00
100236	16825	0	11665	61212811	SUNMARK COMMUNITY BANK	1005 NORTHSIDE DRIVE 	PERRY	GA	31069	051	2025-10-06T14:34:09
100357	3108	4265	0	111903290	LEGEND BANK, N. A.	101 W TARRANT ST 	BOWIE	TX	76230	051	2025-10-28T17:49:01
100562	21943	0	0	121135045	TRI COUNTIES BANK	63 CONSTITUTION DRIVE 	CHICO	CA	95973	041	2025-10-30T12:12:27
100777	29672	703866	3866	243373170	CFSBANK	101 MCKEAN AVENUE 	CHARLEROI	PA	15022	051	2025-10-30T12:03:44
100843	1294	0	0	82904991	FNBC BANK	636 ASH FLAT DRIVE 	ASH FLAT	AR	72513	051	2025-10-15T15:45:20
101037	8149	0	11973	65402423	FIRST AMERICAN BANK AND TRUST	2785 HIGHWAY 20 WEST 	VACHERIE	LA	70090	051	2025-10-28T16:29:08
101439	15336	0	17630	61211443	DURDEN BANKING COMPANY, INCORPORATED	111 NORTH RAILROAD AVENUE 	TWIN CITY	GA	30471	051	2025-10-23T16:59:36
101671	28380	0	1473	221371709	ADIRONDACK BANK	185 GENESEE STREET 	UTICA	NY	13501	041	2025-10-28T13:54:31
101738	8552	0	11309	65303784	GREAT SOUTHERN BANK	218 22ND AVENUE S. 	MERIDIAN	MS	39301	051	2025-10-24T14:05:10
101952	3109	7827	0	111303492	BRADY NATIONAL BANK, THE	101 SOUTH BLACKBURN 	BRADY	TX	768254504	051	2025-10-20T15:43:58
102333	10074	0	0	61107324	APEX BANKING COMPANY OF GEORGIA	35 JESSIE MAE THURMOND CONNECTOR 	CLEVELAND	GA	30528	051	2025-10-31T09:34:41
102342	245	0	0	73920887	RACCOON VALLEY BANK	1202 2ND STREET 	PERRY	IA	50220	051	2025-10-24T16:08:47
102557	18761	0	0	104907779	FOUNDATION ONE BANK	23804 CEDAR DRIVE 	WATERLOO	NE	68069	051	2025-10-21T15:04:07
102874	29676	0	3871	275971498	PAPER CITY SAVINGS BANK, S.A.	4200 8TH STREET SOUTH 	WISCONSIN RAPIDS	WI	54494	041	2025-10-24T19:47:13
103134	1374	0	13288	65404159	BANK OF COMMERCE, THE	32460 BOWIE STREET 	WHITE CASTLE	LA	70788	051	2025-10-28T12:28:39
104234	9030	0	11662	51502913	HARRISON COUNTY BANK, THE	80 E. MAIN STREET 	LOST CREEK	WV	26385	051	2026-02-12T14:15:26
104542	16318	0	0	71921956	MARSEILLES BANK	100 EAST BLUFF STREET 	MARSEILLES	IL	61341	051	2025-10-15T15:06:00
104971	29685	703881	3881	251472759	MARTINSVILLE FIRST SAVINGS BANK	25 WEST CHURCH STREET 	MARTINSVILLE	VA	24112	051	2025-10-30T16:26:15
105026	5885	0	0	52102901	FARMERS BANK OF WILLARDS, THE	7484 MARKET ST 	WILLARDS	MD	21874	051	2025-10-16T10:21:46
105473	29683	703879	3879	264271390	HOME FEDERAL BANK OF TENNESSEE	515 MARKET STREET 	KNOXVILLE	TN	379022118	051	2025-10-29T08:22:12
105530	13775	0	0	64202844	FARMERS STATE BANK	100 WEST MAIN STREET 	MOUNTAIN CITY	TN	37683	051	2025-10-24T07:49:35
106359	23473	0	0	103002691	FIRST FIDELITY BANK	5100 NORTH CLASSEN BOULEVARD, SUITE 500 	OKLAHOMA CITY	OK	73118	041	2025-10-30T11:23:25
106452	12594	0	0	107000068	PUEBLO BANK AND TRUST COMPANY, THE	301 WEST 5TH STREET 	PUEBLO	CO	81003	051	2025-10-28T18:49:21
106676	30878	0	6049	211273752	BAR HARBOR SAVINGS AND LOAN ASSOCIATION	103 MAIN STREET 	BAR HARBOR	ME	04609	051	2025-10-16T08:55:40
107244	110	0	0	82907273	BANK OZK	18000 CANTRELL ROAD 	LITTLE ROCK	AR	72223	041	2025-10-30T14:03:52
107570	29690	0	0	274970380	FIRST FEDERAL SAVINGS BANK	648 NORTH JEFFERSON STREET 	HUNTINGTON	IN	46750	051	2026-02-25T16:06:14
107758	10993	0	0	91904924	BONANZA VALLEY STATE BANK	147 CENTRAL AVENUE SOUTH 	BROOTEN	MN	56316	051	2025-10-17T10:57:58
108072	29696	0	0	302373011	BUFFALO FEDERAL BANK	106 FORT STREET 	BUFFALO	WY	82834	051	2025-10-17T18:59:13
108269	3351	5774	0	111907348	FIRST NATIONAL BANK OF MOODY, THE	7TH STREET AT AVENUE D 	MOODY	TX	76557	051	2025-10-29T13:54:07
108652	5105	11622	0	91206745	B2 BANK NATIONAL ASSOCIATION	8355 UNITY DRIVE, SUITE 400 	VIRGINIA	MN	55792	051	2025-10-30T23:27:18
108746	16198	14492	0	71121772	MASON CITY NATIONAL BANK	104 WEST PINE STREET 	MASON CITY	IL	62664	051	2026-07-06T11:08:07
108951	16221	0	0	91408035	RELIABANK DAKOTA	211 N. MAIN 	ESTELLINE	SD	57234	051	2025-10-24T08:22:39
109136	25795	0	17475	61103153	PEOPLES BANK & TRUST	1899 BUFORD HIGHWAY 	BUFORD	GA	30518	051	2025-10-28T08:53:45
109154	9728	0	0	91906760	FIRST SECURITY BANK	316 BYRON AVE. N. 	BYRON	MN	55920	051	2025-10-02T14:29:50
109453	496	0	0	91408514	BANKSTAR FINANCIAL	124 ELK STREET 	ELKTON	SD	57026	051	2025-10-22T15:45:40
109574	26411	0	4530	211370053	HAVERHILL BANK	180 MERRIMACK STREET 	HAVERHILL	MA	01830	051	2025-10-23T14:34:24
109659	15059	14328	0	111101225	LOUISIANA NATIONAL BANK	2001 NORTH TRENTON 	RUSTON	LA	71270	051	2025-10-16T16:27:50
